post_title,seo_page_title,categoryParent,author_name,post_date,imageDesktop650,imageMobile320,categoryChild,post_url,scraped_at
"Game yang Mirip dengan Lies of P, Apa Perbandingannya?","Game Mirip Lies of P, Seberapa Miripnya dengan Game Ini?",Geek,Dwi Ayu,2023-12-01 11:00:42,2023/11/D-30-640x360.jpg,2023/11/D-30-320x180.jpg,Game,geek/game/game-mirip-lies-of-p,2023-12-08 16:34:50
Hero Kuat Mobile Legends yang Dibenci Pemain Sendiri,,Esports,Elang,2023-12-01 10:40:24,2023/11/D-40-640x360.jpg,2023/11/D-40-320x180.jpg,Mobile Legends,esports/mobile-legends/hero-kuat-mobile-legends-yang-dibenci-pemain-sendiri,2023-12-08 16:34:50
"Recap VALORANT Game Changers 2023 1 Desember 2023, Evil Geniuses GC Tersingkir","Recap VCT Game Changer 2023 1 Desember 2023, Evil Geniuses GC Tersingkir",Esports,Jefri Sibarani,2023-12-01 10:39:22,2023/12/vct-game-changer-203-640x360.jpg,2023/12/vct-game-changer-203-320x180.jpg,Valorant,esports/valorant/recap-vct-game-changer-2023-1-desember-2023,2023-12-08 16:34:50
"Tips Stone Grilled Olm Honkai Star Rail, Gimana Mendapatkannya?","Tips Stone Grilled Olm Honkai Star Rail, Gimana Mendapatkannya?",Geek,Dwi Ayu,2023-12-01 10:20:48,2023/11/D-31-640x360.jpg,2023/11/D-31-320x180.jpg,Game,geek/game/tips-stone-grilled-olm,2023-12-08 16:34:50
"Raih Penghargaan di Esports Awards 2023, Moonton: Kami Sangat Tersanjung","Raih Penghargaan di Esports Awards 2023, Moonton: Kami Sangat Tersanjung",Esports,Mecca Medina,2023-12-01 10:01:36,2023/12/moonton-Esports-Awards-2023-featured-640x360.jpg,2023/12/moonton-Esports-Awards-2023-featured-320x180.jpg,Mobile Legends,esports/mobile-legends/moonton-esports-awards-2023,2023-12-08 16:34:50
"iQIYI dan Sailson Sukses Selenggarakan ""iQIYI ∙ Sailson Media Day"", Perkenalkan ""IP-Remix""","iQIYI dan Sailson Sukses Selenggarakan ""iQIYI ∙ Sailson Media Day"", Perkenalkan ""IP-Remix""",Geek,Jefri Sibarani,2023-12-01 10:00:03,2023/12/iqity-640x360.jpg,2023/12/iqity-320x180.jpg,Game,geek/game/iqiyi-sailson-media-day-ip-remix,2023-12-08 16:34:50
Pemenang Esports Awards 2023: T1 dan Faker Borong Penghargaan,Pemenang Esports Awards 2023: T1 dan Faker Borong Penghargaan,Esports,Mecca Medina,2023-12-01 09:30:12,2023/12/Pemenang-Esports-Awards-2023-featured2-640x360.jpg,2023/12/Pemenang-Esports-Awards-2023-featured2-320x180.jpg,Esports Lain,esports/esports-lain/pemenang-esports-awards-2023,2023-12-08 16:34:50
Team Liquid Mengkonfirmasi SabeRLight- sebagai Stand-in untuk 33,SabeRLight- Gantikan 33 di ESL One Untuk Menghindari Kejadian Buruk,Esports,Mallasak,2023-12-01 09:00:29,2023/11/Credit-4-6-640x360.jpg,2023/11/Credit-4-6-320x180.jpg,Dota 2,esports/dota-2/saberlight-gantikan-33,2023-12-08 16:34:50
BREAKING: Mobile Legends jadi Esports Mobile Game of the Year di Esports Awards 2023,Mobile Legends Jadi Esports Mobile Game of the Year di Esports Awards 2023,Esports,Mecca Medina,2023-12-01 08:20:58,2023/12/Mobile-Legends-Esports-Awards-2023-featured-640x360.jpg,2023/12/Mobile-Legends-Esports-Awards-2023-featured-320x180.jpg,Mobile Legends,esports/mobile-legends/mobile-legends-esports-awards-2023,2023-12-08 16:34:50
Anime Solo Leveling Tayang di Indonesia? Ini Jadwalnya!,,Geek,Arini Rizki Fauziah,2023-12-01 08:00:28,2023/11/solo-leveling-tayang-di-indonesia-feature-640x360.jpg,2023/11/solo-leveling-tayang-di-indonesia-feature-320x180.jpg,Anime Manga,geek/anime-manga/anime-solo-leveling-tayang-di-indonesia-ini-jadwalnya,2023-12-08 16:34:50
Rekomendasi Build Karakter Bkornblume dari Reverse 1999,,Geek,Elang,2023-12-01 07:30:51,2023/11/E-116-640x360.jpg,2023/11/E-116-320x180.jpg,Game,geek/game/rekomendasi-build-karakter-bkornblume-dari-reverse-1999,2023-12-08 16:34:50
Wasit MPL ID Ungkap Kejadian Lag AE Pai Saat Playoff Season 9,,Esports,Ahwil Rizky Muhammad,2023-12-01 07:00:18,2023/11/Wasit-MPL-ID-ungkap-kejadian-lag-AE-Pai-saat-playoff-season-9-Featured-640x360.jpg,2023/11/Wasit-MPL-ID-ungkap-kejadian-lag-AE-Pai-saat-playoff-season-9-Featured-320x180.jpg,Mobile Legends,esports/mobile-legends/wasit-mpl-id-ungkap-kejadian-lag-ae-pai-saat-playoff-season-9,2023-12-08 16:34:50
"Hero Push Turret Tercepat di Mobile Legends, Ada Favoritmu?",,Esports,Elang,2023-11-30 18:30:21,2023/11/E-120-640x360.jpg,2023/11/E-120-320x180.jpg,Mobile Legends,esports/mobile-legends/hero-push-turret-tercepat-di-mobile-legends,2023-12-08 16:34:50
"Patch League of Legends 13.24: Buff, Nerf, dan Adjustment",,Esports,Arini Rizki Fauziah,2023-11-30 18:00:00,2023/11/Patch-League-of-Legends-13.24-640x360.jpg,2023/11/Patch-League-of-Legends-13.24-320x180.jpg,Esports Lain,esports/esports-lain/patch-league-of-legends-13-24,2023-12-08 16:34:50
Game hololive Fan-Made Ciptaan Pecinta Vtuber,Game hololive Fan-Made Ciptaan Pecinta Vtuber yang Direkomendasikan,Geek,Dwi Ayu,2023-11-30 17:30:48,2023/11/D-23-640x360.jpg,2023/11/D-23-320x180.jpg,Game,geek/game/game-hololive-fan-made,2023-12-08 16:34:50
Game RPG Indie Populer Omori Akan Dapat Adaptasi Manga!,,Geek,Ahwil Rizky Muhammad,2023-11-30 17:00:32,2023/11/Game-Omori-Akan-Dapat-Adaptasi-Manga-Featured-640x360.jpg,2023/11/Game-Omori-Akan-Dapat-Adaptasi-Manga-Featured-320x180.jpg,Anime Manga,geek/anime-manga/game-rpg-indie-populer-omori-akan-dapat-adaptasi-manga,2023-12-08 16:34:50
"Jadwal VCT Game Changers 2023, Turnamen VCT Untuk Team Ladies","Jadwal VCT Game Changers 2023, Turnamen VCT Untuk Team Ladies",Esports,Mecca Medina,2023-11-30 16:30:49,2023/11/Jadwal-VCT-Game-Changers-2023-featured-640x360.jpg,2023/11/Jadwal-VCT-Game-Changers-2023-featured-320x180.jpg,Valorant,esports/valorant/jadwal-vct-game-changers-2023,2023-12-08 16:34:50
Hero-Hero yang Berpeluang Jadi Rebutan di M5 World Championship. Siapa Saja?,Hero-Hero yang Berpeluang Jadi Rebutan di M5 World Championship,Esports,Retna Kumalasari,2023-11-30 16:00:24,2023/11/Rebutan-di-M5-featured-640x360.jpg,2023/11/Rebutan-di-M5-featured-320x180.jpg,Mobile Legends,esports/mobile-legends/hero-yang-berpeluang-jadi-rebutan-di-m5,2023-12-08 16:34:50
Gorgc Bantah Fishman yang Menyebut Hadiah Riyadh Master Capai $45 Juta,Gorgc Bantah Fishman yang Menyebut Hadiah Riyadh Master $45 Juta,Esports,Mallasak,2023-11-30 15:30:09,2023/11/Credit-2-8-640x360.jpg,2023/11/Credit-2-8-320x180.jpg,Dota 2,esports/dota-2/gorgc-fishman-riyadh-masters,2023-12-08 16:34:50
Cara Memperoleh HR dan Zenny di Monster Hunter Now,,Geek,Dwi Ayu,2023-11-30 15:00:15,2023/11/D-18-640x360.jpg,2023/11/D-18-320x180.jpg,Game,geek/game/cara-memperoleh-hr-dan-zenny-di-monster-hunter-now,2023-12-08 16:34:50
Anime Magilumiere Co. Ltd. Siap Hadir Tahun 2024,Anime Magilumiere Co. Ltd. Siap Hadir Tahun 2024,Geek,Arini Rizki Fauziah,2023-11-30 14:40:10,2023/11/anime-magilumiere-feature-640x360.jpg,2023/11/anime-magilumiere-feature-320x180.jpg,Anime Manga,geek/anime-manga/anime-magilumiere,2023-12-08 16:34:50
Pelaku Penyebar Hoax Moonton Dukung Israel Akhirnya Berikan Klarifikasi!,Pelaku Penyebar Hoax Moonton Dukung Israel Akhirnya Berikan Klarifikasi,Esports,Ahwil Rizky Muhammad,2023-11-30 14:20:31,2023/11/Penyebar-Hoax-Moonton-Berikan-Klarifikasi-Featured-640x360.jpg,2023/11/Penyebar-Hoax-Moonton-Berikan-Klarifikasi-Featured-320x180.jpg,Mobile Legends,esports/mobile-legends/pelaku-penyebar-hoax-moonton-dukung-israel-akhirnya-berikan-klarifikasi,2023-12-08 16:34:50
Combo Sinergi Weapon Master Magic Chess yang Cukup OP,Combo Sinergi Weapon Master Magic Chess yang Cukup OP,Esports,Dwi Ayu,2023-11-30 14:00:40,2023/11/D-13-640x360.jpg,2023/11/D-13-320x180.jpg,Esports Lain,esports/esports-lain/combo-sinergi-weapon-master-magic-chess-2,2023-12-08 16:34:50
"OPINI: Prediksi Juara M5 Versi GGWP, Kami Kompak Memilih Tim...",Prediksi Juara M5 Versi GGWP: Kami Kompak Memilih Tim...,Esports,Mecca Medina,2023-11-30 13:40:51,2023/11/prediksi-juara-m5-ggwp-featured-640x360.jpg,2023/11/prediksi-juara-m5-ggwp-featured-320x180.jpg,Mobile Legends,esports/mobile-legends/prediksi-juara-m5-versi-ggwp,2023-12-08 16:34:50
SunBhie Setuju Jika Format DPC Dihilangkan dari Turnamen Dota 2,SunBhie Setuju Jika Format DPC Dihilangkan dari Turnamen Dota 2,Esports,Retna Kumalasari,2023-11-30 13:20:56,2023/11/Format-DPC-featured-640x360.jpg,2023/11/Format-DPC-featured-320x180.jpg,Dota 2,esports/dota-2/sunbhie-dpc,2023-12-08 16:34:50
Rekomendasi Game Action Adventure Bagi Pemula,Rekomendasi Game Action Adventure Bagi Pemula,Geek,Dwi Ayu,2023-11-30 13:00:09,2023/11/D-20-640x360.jpg,2023/11/D-20-320x180.jpg,Game,geek/game/game-action-adventure-pemula,2023-12-08 16:34:50
"Daftar Tim M5 Beserta Roster Lengkapnya, Siapa Jagoanmu?","Daftar Tim M5 Beserta Roster Lengkapnya, Siapa Jagoanmu?",Esports,Mecca Medina,2023-11-30 12:40:34,2023/11/Daftar-Tim-M5-featured-640x360.jpg,2023/11/Daftar-Tim-M5-featured-320x180.jpg,Mobile Legends,esports/mobile-legends/daftar-tim-m5,2023-12-08 16:34:50
Cara Gunakan Efek Elemen Ragnarok M: Eternal Love,,Geek,Dwi Ayu,2023-11-30 12:20:38,2023/11/E-119-640x360.jpg,2023/11/E-119-320x180.jpg,Game,geek/game/cara-gunakan-efek-elemen-ragnarok-m-eternal-love,2023-12-08 16:34:50
Game Racing PS2 Terbaik yang Bisa kamu Coba,,Geek,Dwi Ayu,2023-11-30 12:00:43,2023/11/D-27-640x360.jpg,2023/11/D-27-320x180.jpg,Game,geek/game/game-racing-ps2-terbaik-yang-bisa-kamu-coba,2023-12-08 16:34:50
Virus Resident Evil Mematikan yang Tidak Bisa Diremehkan,,Geek,Dwi Ayu,2023-11-30 11:40:42,2023/11/D-17-640x360.jpg,2023/11/D-17-320x180.jpg,Game,geek/game/virus-resident-evil-mematikan-yang-tidak-bisa-diremehkan,2023-12-08 16:34:50
Arteezy Tidak Peduli dengan TI Jika Menang Riyadh Masters,Arteezy Tidak Peduli dengan TI Jika Menang Riyadh Masters,Esports,Mallasak,2023-11-30 11:20:09,2023/11/Credit-3-5-640x360.jpg,2023/11/Credit-3-5-320x180.jpg,Dota 2,esports/dota-2/arteezy-ti-riyadh-masters,2023-12-08 16:34:50
Azure Rays Umumkan Susunan Roster Baru Mereka,Azure Rays Umumkan Susunan Roster Baru Mereka,Esports,Mallasak,2023-11-30 11:00:08,2023/11/Credit-4-5-640x360.jpg,2023/11/Credit-4-5-320x180.jpg,Dota 2,esports/dota-2/azure-rays-umumkan-susunan-roster-dota-baru,2023-12-08 16:34:50
Segera Tayang Spin Off Anime Blue Lock Hadirkan Episode Nagi,Spin Off Anime Blue Lock Episode Nagi Akan Segera Tayang,Geek,Adagium,2023-11-30 10:40:01,2023/11/blue-lock-episode-nagi-640x360.jpg,2023/11/blue-lock-episode-nagi-320x180.jpg,Anime Manga,geek/anime-manga/anime-blue-lock-episode-nagi,2023-12-08 16:34:50
Tasha Huo Jadi Penulis Naskah untuk Naruto Live Action! ,Tasha Huo Jadi Penulis Naskah untuk Naruto Live Action! ,Geek,Arini Rizki Fauziah,2023-11-30 10:20:17,2023/11/penulis-naruto-live-action-feature-640x360.jpg,2023/11/penulis-naruto-live-action-feature-320x180.jpg,Film,geek/film/tasha-huo-penulis-naruto-live-action,2023-12-08 16:34:50
Cara Mainkan Skill Commander Chou Magic Chess,,Esports,Dwi Ayu,2023-11-30 10:00:14,2023/11/D-11-640x360.jpg,2023/11/D-11-320x180.jpg,Esports Lain,esports/esports-lain/cara-mainkan-skill-commander-chou-magic-chess,2023-12-08 16:34:50
"Analisis 4 Duelist Team SMG, Ternyata Sinerginya Bagus!","Analisis 4 Duelist Team SMG, Ternyata Sinerginya Bagus!",Esports,Mecca Medina,2023-11-30 09:24:30,2023/11/team-smg-4-duelist-featured-640x360.jpg,2023/11/team-smg-4-duelist-featured-320x180.jpg,Valorant,esports/valorant/team-smg-4-duelist,2023-12-08 16:34:50
"Boss Resident Evil Terbaik, Seram dan Susah Dikalahin!","Boss Resident Evil Terbaik, Seram dan Susah Dikalahin!",Geek,Dwi Ayu,2023-11-30 09:00:36,2023/11/D-16-640x360.jpg,2023/11/D-16-320x180.jpg,Game,geek/game/boss-resident-evil-terbaik,2023-12-08 16:34:50
Mengenal Berbagai Item di Teamfight Tactics (TFT),Item Teamfight Tactics (TFT) yang Harus Kamu Ketahui,Esports,iqbal nuril,2023-11-30 08:30:57,2023/11/Mengenal-Berbagai-Item-di-Teamfight-Tactics-TFT_20231129_180033_0000-640x360.jpg,2023/11/Mengenal-Berbagai-Item-di-Teamfight-Tactics-TFT_20231129_180033_0000-320x180.jpg,Esports Lain,esports/esports-lain/item-teamfight-tactics,2023-12-08 16:34:50
Tips Meningkatkan Kekuatan Karakter di Lineage 2 Revolution,,Geek,Dwi Ayu,2023-11-30 07:00:11,2023/11/E-1-16-640x360.jpg,2023/11/E-1-16-320x180.jpg,Game,geek/game/tips-meningkatkan-kekuatan-karakter-di-lineage-2-revolution,2023-12-08 16:34:50
Hero Marksman yang Bagus untuk Defense High Grounds,,Esports,Elang,2023-11-30 06:00:26,2023/11/E-123-640x360.jpg,2023/11/E-123-320x180.jpg,Mobile Legends,esports/mobile-legends/hero-marksman-yang-bagus-untuk-defense-high-grounds,2023-12-08 16:34:50
Rekomendasi Build Karakter Regulus dari Reverse 1999,,Geek,Elang,2023-11-30 05:00:07,2023/11/E-117-640x360.jpg,2023/11/E-117-320x180.jpg,Game,geek/game/rekomendasi-build-karakter-regulus-dari-reverse-1999,2023-12-08 16:34:50
Hal Menarik Hero Dota 2 Ringmaster yang Heboh di Internet,Hal Menarik Hero Dota 2 Ringmaster yang Heboh di Internet,Esports,LORD,2023-11-30 04:00:03,2023/11/hero-dota-2-ringmaster-featured-640x360.jpg,2023/11/hero-dota-2-ringmaster-featured-320x180.jpg,Dota 2,esports/dota-2/hero-dota-2-ringmaster,2023-12-08 16:34:50
5 Hal Esensial yang Harus Dilakukan Saat Menyerang di Valorant,5 Hal Esensial yang Harus Dilakukan Saat Menyerang di Valorant,Esports,LORD,2023-11-30 02:00:03,2023/11/saat-menyerang-di-valorant-featured-640x360.jpg,2023/11/saat-menyerang-di-valorant-featured-320x180.jpg,Valorant,esports/valorant/saat-menyerang-di-valorant,2023-12-08 16:34:50
"Fakta Menarik Game Greedfall, Action RPG Latar Abad 18",,Geek,Dwi Ayu,2023-11-30 01:00:05,2023/11/D-19-640x360.jpg,2023/11/D-19-320x180.jpg,Game,geek/game/fakta-menarik-game-greedfall-action-rpg-latar-abad-18,2023-12-08 16:34:50
Manga Tiger Mask Dapat Adaptasi Film Live Action di Italia!,,Geek,Ahwil Rizky Muhammad,2023-11-29 21:00:50,2023/11/Tiger-Mask-Dapat-Adaptasi-Film-Italia-Featured-640x360.jpg,2023/11/Tiger-Mask-Dapat-Adaptasi-Film-Italia-Featured-320x180.jpg,Film,geek/film/manga-tiger-mask-dapat-adaptasi-film-live-action-di-italia,2023-12-08 16:34:50
3 Drop Zone Terbaik PUBG Mobile ala Morph GPX,,Esports,Arini Rizki Fauziah,2023-11-29 20:00:00,2023/11/Drop-Zone-Terbaik-PUBG-feature-640x360.jpg,2023/11/Drop-Zone-Terbaik-PUBG-feature-320x180.jpg,PUBG Mobile,esports/pubg-mobile/drop-zone-terbaik-pubg-mobile,2023-12-08 16:34:50
"Penjelasan Macro-Micro Management VALORANT Versi Anime, Akurat Atau Melenceng?",Penjelasan Macro-Micro Management VALORANT Versi Anime,Esports,Mecca Medina,2023-11-29 19:30:45,2023/11/Penjelasan-Macro-Micro-Management-VALORANT-featured-640x360.jpg,2023/11/Penjelasan-Macro-Micro-Management-VALORANT-featured-320x180.jpg,Valorant,esports/valorant/penjelasan-macro-micro-management-valorant,2023-12-08 16:34:50
Total Hadiah Riyadh Masters 2024 Dirumorkan Naik 3 Kali Lipat,Total Hadiah Riyadh Masters 2024 Dirumorkan Naik 3 Kali Lipat,Esports,Mallasak,2023-11-29 19:00:45,2023/11/Credit-2-7-640x360.jpg,2023/11/Credit-2-7-320x180.jpg,Dota 2,esports/dota-2/total-hadiah-riyadh-masters-2024-rumor-naik,2023-12-08 16:34:50
Anime Classroom of the Elite Season 3 Umumkan Tanggal Rilis,,Geek,Ahwil Rizky Muhammad,2023-11-29 18:30:42,2023/11/Classroom-of-the-Elite-Umumkan-Tanggal-Rilis-Featured-640x360.jpg,2023/11/Classroom-of-the-Elite-Umumkan-Tanggal-Rilis-Featured-320x180.jpg,Anime Manga,geek/anime-manga/anime-classroom-of-the-elite-season-3-umumkan-tanggal-rilis,2023-12-08 16:34:50
Chest Loot yang Sangat Berguna di Minecraft,,Geek,Dwi Ayu,2023-11-29 18:00:33,2023/11/D-14-640x360.jpg,2023/11/D-14-320x180.jpg,Game,geek/game/chest-loot-yang-sangat-berguna-di-minecraft,2023-12-08 16:34:50
Cara Counter Wraith King Paling Jitu di Dota 2,Wajib Tahu! Cara Counter Wraith King Paling Jitu di Dota 2,Esports,LORD,2023-11-29 17:30:30,2023/11/cara-counter-wraith-king-featured-640x360.jpg,2023/11/cara-counter-wraith-king-featured-320x180.jpg,Dota 2,esports/dota-2/cara-counter-wraith-king,2023-12-08 16:34:50
Cerita di Balik Masuknya RBL Vincent ke Dalam Roster Rebellion Zion untuk MPL ID,Masuknya RBL Vincentt ke Dalam Roster Rebellion Zion untuk MPL ID,Esports,Retna Kumalasari,2023-11-29 17:00:30,2023/11/RBL-Vincentt-featured-640x360.jpeg,2023/11/RBL-Vincentt-featured-320x180.jpeg,Mobile Legends,esports/mobile-legends/masuknya-rbl-vincentt-ke-dalam-roster-rebellion-zion,2023-12-08 16:34:50
Guide Phantom di Valorant untuk Memenangi Pertarungan Kamu,Guide Phantom di Valorant untuk Memenangi Pertarungan Kamu,Esports,LORD,2023-11-29 16:30:45,2023/11/guide-phantom-di-valorant-featured-640x360.jpg,2023/11/guide-phantom-di-valorant-featured-320x180.jpg,Valorant,esports/valorant/guide-phantom-di-valorant,2023-12-08 16:34:50
"100+ Nama Free Fire (FF) Stylish Terbaru, Kece Banget!","100+ Nama Free Fire (FF) Stylish Terbaru, Kece Banget!",Esports,Ahwil Rizky Muhammad,2023-11-29 16:00:56,2023/11/Nama-Free-Fire-FF-Stylish-Featured-640x360.jpg,2023/11/Nama-Free-Fire-FF-Stylish-Featured-320x180.jpg,Free Fire,esports/free-fire/nama-free-fire-ff-stylish-terbaru,2023-12-08 16:34:50
Gameplay Gusion Umbrella Troublemaker di Gelaran M5 Wild Card!,Gameplay Gusion Umbrella Troublemaker di Gelaran M5 Wild Card!,Esports,Retna Kumalasari,2023-11-29 15:30:12,2023/11/Gameplay-Gusion-Umbrella-Troublemaker-featured-640x360.jpg,2023/11/Gameplay-Gusion-Umbrella-Troublemaker-featured-320x180.jpg,Mobile Legends,esports/mobile-legends/gameplay-gusion-umbrella-troublemaker,2023-12-08 16:34:50
"5 Item In-Game Termahal, Harganya Sampai Rp 90 Miliar!","Item In-Game Termahal, Harganya Sampai Rp 90 Miliar!",Geek,Mecca Medina,2023-11-29 15:03:13,2023/11/Item-In-Game-Termahal-featured-640x360.jpg,2023/11/Item-In-Game-Termahal-featured-320x180.jpg,Game,geek/game/item-in-game-termahal,2023-12-08 16:34:50
Pembahasan Blue Lock Chapter 242 Hadirkan Masa Lalu Alexis Ness,Blue Lock Chapter 242 Hadirkan Masa Lalu Alexis Ness,Geek,Adagium,2023-11-29 15:00:58,2023/11/blue-lock-242-640x360.jpg,2023/11/blue-lock-242-320x180.jpg,Anime Manga,geek/anime-manga/blue-lock-chapter-242,2023-12-08 16:34:50
"Mengenal Origins di TFT (Teamfight Tactics), Ada Apa Saja?","Mengenal Origins di TFT (Teamfight Tactics), Ada Apa Saja?",Esports,Jefri Sibarani,2023-11-29 14:40:44,2023/11/origins-tft-640x360.jpg,2023/11/origins-tft-320x180.jpg,Esports Lain,esports/esports-lain/origins-di-tft-teamfight-tactics,2023-12-08 16:34:50
"Kemunculan Skirk Genshin Impact, Guru Childe dari Abyss!","Kemunculan Skirk Genshin Impact, Guru Childe dari Abyss!",Geek,Taufiq Radityadji,2023-11-29 14:20:45,2023/11/Kemunculan-Skirk-Genshin-Impact-featured-640x360.jpg,2023/11/Kemunculan-Skirk-Genshin-Impact-featured-320x180.jpg,Game,geek/game/kemunculan-skirk-genshin-impact,2023-12-08 16:34:50
"Open World Like a Dragon: Infinite Wealth Diungkap, Banyak Lokasi Menarik di Hawaii!",Open World Like a Dragon: Infinite Wealth Diungkap,Geek,AI.da Lovelace,2023-11-29 14:00:22,2023/11/Open-World-Like-a-Dragon-Infinite-Wealth-featured-640x360.jpg,2023/11/Open-World-Like-a-Dragon-Infinite-Wealth-featured-320x180.jpg,Game,geek/game/open-world-like-a-dragon-infinite-wealth,2023-12-08 16:34:50
KBG Simba Katakan Tim China Bisa Saingi Tim Indonesia dan Filipina?,China Bisa Saingi Indonesia Dalam 1 Tahun Menurut KBG Simba,Esports,Taufiq Radityadji,2023-11-29 13:40:00,2023/11/China-Bisa-Saingi-Indonesia-featured-640x360.jpg,2023/11/China-Bisa-Saingi-Indonesia-featured-320x180.jpg,Mobile Legends,esports/mobile-legends/china-bisa-saingi-indonesia,2023-12-08 16:34:50
Anime Jiisan Baasan Wakagaeru Ungkap Pemeran dan Visual Utama,,Geek,Ahwil Rizky Muhammad,2023-11-29 13:20:19,2023/11/Anime-Jiisan-Baasan-Wakagaeru-Ungkap-Pemeran-dan-Visual-Featured-640x360.jpg,2023/11/Anime-Jiisan-Baasan-Wakagaeru-Ungkap-Pemeran-dan-Visual-Featured-320x180.jpg,Anime Manga,geek/anime-manga/anime-jiisan-baasan-wakagaeru-ungkap-pemeran-dan-visual-utama,2023-12-08 16:34:50
"Jadwal Grand Final PMGC 2023, 2 Tim Indonesia Berjuang Jadi Juara!","Jadwal Grand Final PMGC 2023, 2 Tim Indonesia Berjuang Jadi Juara!",Esports,Mecca Medina,2023-11-29 13:00:32,2023/11/Jadwal-Grand-Final-PMGC-2023-featured-640x360.jpg,2023/11/Jadwal-Grand-Final-PMGC-2023-featured-320x180.jpg,PUBG Mobile,esports/pubg-mobile/jadwal-grand-final-pmgc-2023,2023-12-08 16:34:50
Ini Cara Blacklist International untuk Menghindari Kutukan MPLI,Upaya Blacklist International Untuk Menghindari Kutukan MPLI.,Esports,Retna Kumalasari,2023-11-29 12:00:14,2023/11/Kutukan-MPLI-3-640x360.jpeg,2023/11/Kutukan-MPLI-3-320x180.jpeg,Mobile Legends,esports/mobile-legends/upaya-blacklist-international-menghindari-kutukan-mpli,2023-12-08 16:34:50
Seagate Hadirkan Game Drive PS5 NVME SSD Berlisensi PlayStation Resmi,Seagate Hadirkan Game Drive PS5 NVME SSD Berlisensi PlayStation,Tekno,iqbal nuril,2023-11-29 11:50:59,2023/10/Seagate-Hadirkan-Game-Drive-PS5-NVME-SSD-Berlisensi-PlayStation-Resmi-640x360.jpg,2023/10/Seagate-Hadirkan-Game-Drive-PS5-NVME-SSD-Berlisensi-PlayStation-Resmi-320x180.jpg,Gadget,tekno/gadget/seagate-hadirkan-game-drive-ps5-nvme-ssd-berlisensi-playstation-resmi,2023-12-08 16:34:50
Cara Gunakan Skill Commander Fanny Magic Chess,,Esports,Dwi Ayu,2023-11-29 11:38:31,2023/11/D-10-640x360.jpg,2023/11/D-10-320x180.jpg,Esports Lain,esports/esports-lain/cara-gunakan-skill-commander-fanny-magic-chess,2023-12-08 16:34:50
"Sempat Terkendala Paspor, Burmese Ghouls Dipastikan Tetap Ikut M5",Burmese Ghouls Dipastikan Ikut M5 Setelah Disinyalir Terkendala Paspor,Esports,Mecca Medina,2023-11-29 10:40:25,2023/11/Burmese-Ghouls-Dipastikan-Ikut-M5-featured-640x360.jpg,2023/11/Burmese-Ghouls-Dipastikan-Ikut-M5-featured-320x180.jpg,Mobile Legends,esports/mobile-legends/burmese-ghouls-dipastikan-ikut-m5,2023-12-08 16:34:50
Puppey Minta Haters Diam dan Tidak Banyak Berkomentar!,Puppey Minta Haters Diam dan Tidak Banyak Berkomentar!,Esports,Taufiq Radityadji,2023-11-29 10:20:46,2023/11/Puppey-Minta-Haters-Diam-featured-640x360.jpg,2023/11/Puppey-Minta-Haters-Diam-featured-320x180.jpg,Dota 2,esports/dota-2/puppey-minta-haters-diam,2023-12-08 16:34:50
